company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_code,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,id
/company/joa-oil-gas,JOA Oil & Gas,software,NLD,,Delft,Delft,/company/baker-hughes-nederland-holdings,Baker Hughes Nederland Holdings,,,,unknown,,10/12/10,2010-10,2010-Q4,2010.0,,USD,3383
/company/jobflash,JobFlash,search,USA,CA,SF Bay,Fremont,/company/taleo,Taleo,software,USA,CA,SF Bay,Dublin,3/9/07,2007-03,2007-Q1,2007.0,3000000.0,USD,3384
/company/jobfox,Jobfox,web,USA,VA,Washington DC,McLean,/company/doostang,Doostang,web,USA,CA,SF Bay,Palo Alto,9/1/12,2012-09,2012-Q3,2012.0,,USD,3385
/company/jobitorial,Jobitorial,web,USA,MA,Boston,Brookline,/company/glassdoor,Glassdoor,web,USA,CA,SF Bay,Sausalito,7/1/09,2009-07,2009-Q3,2009.0,,USD,3386
/company/jobpartners,Jobpartners,software,,,unknown,,/company/taleo,Taleo,software,USA,CA,SF Bay,Dublin,6/21/11,2011-06,2011-Q2,2011.0,38000000.0,USD,3387
/company/jobpilot,JobPilot,web,USA,,TBD,,/company/monster,Monster,search,USA,NY,New York,New York,4/1/04,2004-04,2004-Q2,2004.0,86000000.0,USD,3388
/company/jobs2web,Jobs2Web,web,USA,MN,Minneapolis,Minnetonka,/company/successfactors,SuccessFactors,enterprise,USA,CA,SF Bay,San Mateo,12/6/11,2011-12,2011-Q4,2011.0,,USD,3389
/company/jobster,Jobster,search,USA,WA,Seattle,Seattle,/company/zapoint,Zapoint,consulting,USA,MA,Boston,Brookline,4/5/10,2010-04,2010-Q2,2010.0,,USD,3390
/company/joffer,Joffer,,,,unknown,,/company/crowdsavings,CrowdSavings.com,ecommerce,USA,FL,Tampa,Tampa,8/25/10,2010-08,2010-Q3,2010.0,,USD,3391
/company/johnson,Johnson,,,,unknown,,/company/ctpartners,CTPartners,other,USA,CA,SF Bay,Redwood City,1/16/14,2014-01,2014-Q1,2014.0,,USD,3392
/company/johnson-grace,Johnson-Grace,,USA,,United States - Other,,/company/aol,AOL,news,USA,NY,New York,New York,2/1/96,1996-02,1996-Q1,1996.0,,USD,3393
/company/joiamiami,JoiaMiami,,,,unknown,,/company/recoup,Recoup,nonprofit,USA,DC,Washington DC,Washington,1/5/12,2012-01,2012-Q1,2012.0,,USD,3394
/company/jolokia-networks,Jolokia Networks,,,,unknown,,/company/sherpa-consulting,Sherpa Consulting Inc.,enterprise,USA,CA,SF Bay,Redwood City,8/27/12,2012-08,2012-Q3,2012.0,,USD,3395
/company/omac-industries,Jolt Online,games_video,IRL,,Dublin,Dublin,/company/gamestop,Gamestop,games_video,USA,TX,Dallas,Grapevine,11/1/09,2009-11,2009-Q4,2009.0,,USD,3396
/company/jones-communications,Jones Communications,,,,unknown,,/company/strategic-products-and-services,Strategic Products and Services,,USA,NJ,Parsippany,Parsippany,3/27/12,2012-03,2012-Q1,2012.0,,USD,3397
/company/joobili,Joobili,travel,HUN,,Budapest,Budapest,/company/swiftrank,TravelShark,travel,SGP,,Singapore,Singapore,6/5/12,2012-06,2012-Q2,2012.0,,USD,3398
/company/joseph-abboud,Joseph Abboud,fashion,USA,NY,New York,New York,/company/the-mens-wearhouse,The Men's Wearhouse,fashion,USA,TX,Houston,Houston,7/19/13,2013-07,2013-Q3,2013.0,97500000.0,USD,3399
/company/jotlet,Jotlet,software,,,unknown,,/company/jive-software,Jive Software,software,USA,CA,SF Bay,Palo Alto,4/1/08,2008-04,2008-Q2,2008.0,,USD,3400
/company/jotspot,JotSpot,software,USA,CA,SF Bay,Palo Alto,/company/google,Google,search,USA,CA,SF Bay,Mountain View,10/31/06,2006-10,2006-Q4,2006.0,,USD,3401
/company/jott,Jott,messaging,USA,WA,Seattle,Seattle,/company/nuance,Nuance Communications,software,USA,MA,Boston,Burlington,7/15/09,2009-07,2009-Q3,2009.0,,USD,3402
/company/joulex,JouleX,enterprise,USA,GA,Atlanta,Atlanta,/company/cisco,Cisco,hardware,USA,CA,SF Bay,San Jose,5/29/13,2013-05,2013-Q2,2013.0,107000000.0,USD,3403
/company/jovian-capital-corporation,Jovian Capital Corporation,other,CAN,,Toronto,Toronto,/company/industrial-alliance-insurance-and-financial-services,Industrial Alliance Insurance and Financial Services,finance,CAN,,Quebec,Quebec,7/16/13,2013-07,2013-Q3,2013.0,94000000.0,USD,3404
/company/joviandata,JovianDATA,advertising,USA,CA,SF Bay,San Jose,/company/marketshare,MarketShare,analytics,USA,CA,Los Angeles,Los Angeles,8/25/10,2010-08,2010-Q3,2010.0,,USD,3405
/company/jpsa,JPSA,,USA,NH,Manchester,Manchester,/company/ipg-photonics,IPG Photonics,hardware,USA,MA,Oxford,Oxford,9/4/12,2012-09,2012-Q3,2012.0,,USD,3406
/company/jsfour-enterprises,Jsfour Enterprises,advertising,,,unknown,,/company/pk4-media,PK4 Media,advertising,USA,NY,TBD,El Segundo,12/1/11,2011-12,2011-Q4,2011.0,,USD,3407
/company/juicy-couture,Juicy Couture,fashion,,,unknown,,/company/authentic-brands-group,Authentic Brands Group,fashion,USA,NY,New York,NEW YORK,10/8/13,2013-10,2013-Q4,2013.0,195000000.0,USD,3408
/company/julpan,Julpan,,USA,NY,New York,New York,/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,9/21/11,2011-09,2011-Q3,2011.0,,USD,3409
/company/jumo,Jumo,social,USA,NY,New York,New York,/company/good-worldwide-inc-good-magazine,GOOD,news,USA,CA,Los Angeles,Los Angeles,8/17/11,2011-08,2011-Q3,2011.0,,USD,3410
/company/jump,Jump,,,,unknown,,/company/ebay,eBay,ecommerce,USA,CA,SF Bay,San Jose,7/16/98,1998-07,1998-Q3,1998.0,,USD,3411
/company/jupiter-telecommunications-j-com,Jupiter Telecommunications (J:COM),mobile,JPN,,Tokyo,Tokyo,/company/kddi,KDDI,mobile,JPN,,Tokyo,Tokyo,1/25/10,2010-01,2010-Q1,2010.0,4000000000.0,USD,3412
/company/jupitermedia,JupiterMedia Corporation,web,USA,,TBD,,/company/gettyimages,Getty Images,web,GBR,,London,London,10/23/08,2008-10,2008-Q4,2008.0,96000000.0,USD,3413
/company/justbooks,JustBooks,ecommerce,DEU,,Dusseldorf,D�_sseldorf,/company/abebooks,AbeBooks,web,CAN,,Victoria,Victoria,10/1/01,2001-10,2001-Q4,2001.0,,USD,3414
/company/justchalo,JustChalo,mobile,USA,CA,SF Bay,Saratoga,/company/opentable,OpenTable,hospitality,USA,CA,SF Bay,San Francisco,6/14/13,2013-06,2013-Q2,2013.0,11000000.0,USD,3415
/company/justmommies-com,JustMommies.com,,,,unknown,,/company/internet-brands,Internet Brands,web,USA,CA,Los Angeles,El Segundo,7/11/11,2011-07,2011-Q3,2011.0,,USD,3416
/company/justspotted,JustSpotted,search,,,unknown,,/company/google,Google,search,USA,CA,SF Bay,Mountain View,7/20/11,2011-07,2011-Q3,2011.0,,USD,3417
/company/justtechjobs-com,Justtechjobs.Com,other,USA,CT,South Darien,South Darien,/company/webmediabrands,WebMediaBrands,web,USA,NY,New York,New York,12/28/06,2006-12,2006-Q4,2006.0,,USD,3418
/company/jybe,Jybe,web,USA,CA,SF Bay,Menlo Park,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,3/20/13,2013-03,2013-Q1,2013.0,,USD,3419
/company/jyte,Jyte,other,,,unknown,,/company/aboutus-org,AboutUs.org,web,USA,OR,Portland,Portland,1/13/10,2010-01,2010-Q1,2010.0,,USD,3420
/company/k-technology,k-Technology,software,USA,PA,Philadelphia,Langhorne,/company/thermacore,Thermacore,software,USA,PA,Philadelphia,Lancaster,8/10/09,2009-08,2009-Q3,2009.0,,USD,3421
/company/k-tronics,K-Tronics,,,,unknown,,/company/boe-technology-group,BOE Technology Group,,,,unknown,,3/17/10,2010-03,2010-Q1,2010.0,,USD,3422
/company/kabel-bw-erste-beteiligungs,Kabel BW Erste Beteiligungs,,,,unknown,,/company/liberty-global,Liberty Global,network_hosting,USA,CO,Denver,Englewood,3/21/11,2011-03,2011-Q1,2011.0,,USD,3423
/company/kabel-deutschland,Kabel Deutschland,public_relations,,,unknown,,/company/vodafone,Vodafone,mobile,GBR,,Berkshire,Berkshire,6/24/13,2013-06,2013-Q2,2013.0,10100000000.0,USD,3424
/company/kaboodle,Kaboodle,ecommerce,USA,CA,SF Bay,Sunnyvale,/company/hearstcorporation,Hearst Corporation,web,USA,CA,TBD,,8/1/07,2007-08,2007-Q3,2007.0,18000000.0,USD,3425
/company/kaboose,Kaboose,web,USA,,TBD,,/company/the-walt-disney-company,The Walt Disney Company,games_video,USA,CA,Los Angeles,Burbank,4/1/09,2009-04,2009-Q2,2009.0,18400000.0,USD,3426
/company/kace,Kace networks,software,USA,CA,SF Bay,Mountain View,/company/dell,Dell,hardware,USA,TX,Austin,Round Rock,2/11/10,2010-02,2010-Q1,2010.0,,USD,3427
/company/kagoor-networks,Kagoor Networks,,,,unknown,,/company/juniper-networks,Juniper Networks,security,USA,CA,SF Bay,Sunnyvale,3/29/05,2005-03,2005-Q1,2005.0,67500000.0,USD,3428
/company/kahoots,Kahoots,software,,,unknown,,/company/rentjuice,RentJuice,real_estate,USA,CA,SF Bay,San Francisco,3/2/11,2011-03,2011-Q1,2011.0,,USD,3429
/company/kai-pharmaceuticals,KAI Pharmaceuticals,biotech,USA,CA,SF Bay,South San Francisco,/company/amgen,Amgen,biotech,USA,CA,Los Angeles,Thousand Oaks,4/10/12,2012-04,2012-Q2,2012.0,315000000.0,USD,3430
/company/kalpana,Kalpana,,USA,CA,SF Bay,San Jose,/company/cisco,Cisco,hardware,USA,CA,SF Bay,San Jose,10/24/94,1994-10,1994-Q4,1994.0,,USD,3431
/company/kaltix,Kaltix,,,,unknown,,/company/google,Google,search,USA,CA,SF Bay,Mountain View,9/30/03,2003-09,2003-Q3,2003.0,,USD,3432
/company/kalvin,kalvin,enterprise,USA,OH,Cincinnati,Mason,/company/digital-management,Digital Management,enterprise,USA,MD,Washington DC,Bethesda,5/21/13,2013-05,2013-Q2,2013.0,,USD,3433
/company/kana-software,KANA Software,software,USA,CA,SF Bay,Sunnyvale,/company/verint,Verint Systems,software,USA,NY,Melville,Melville,1/6/14,2014-01,2014-Q1,2014.0,514000000.0,USD,3434
/company/kanbox,Kanbox,enterprise,CHN,,China - Other,,/company/alibaba,Alibaba,ecommerce,CHN,,Hangzhou,Hangzhou,9/25/13,2013-09,2013-Q3,2013.0,,USD,3435
/company/kanbox,Kanbox,enterprise,CHN,,China - Other,,/company/alibaba-group-holding-limited,Alibaba Group Holding Limited,,,,unknown,,9/25/13,2013-09,2013-Q3,2013.0,,USD,3436
/company/kanchiads,KanchiAds,,,,unknown,,/company/corporate-valley,Corporate Valley,web,,,unknown,,12/18/12,2012-12,2012-Q4,2012.0,10000.0,USD,3437
/company/kanobu-network,Kanobu Network,games_video,,,unknown,,/company/rambler,Rambler,,RUS,,Moscow,Moscow,6/29/11,2011-06,2011-Q2,2011.0,,USD,3438
/company/kapow-technologies,Kapow Software,software,USA,CA,SF Bay,Palo Alto,/company/kofax,Kofax,software,USA,CA,Los Angeles,Irvine,7/31/13,2013-07,2013-Q3,2013.0,47500000.0,USD,3439
/company/karma,Karma,mobile,USA,CA,SF Bay,San Francisco,/company/facebook,Facebook,social,USA,CA,SF Bay,Menlo Park,5/18/12,2012-05,2012-Q2,2012.0,,USD,3440
/company/karyon-ctt,Karyon-CTT,biotech,FIN,,Helsinki,Helsinki,/company/isogenica,Isogenica,biotech,GBR,,London,Cambridge,5/6/08,2008-05,2008-Q2,2008.0,,USD,3441
/company/kasenna,Kasenna,software,USA,CA,SF Bay,Sunnyvale,/company/espial-group,Espial Group,software,CAN,,Ontario,Ontario,7/10/08,2008-07,2008-Q3,2008.0,79910000.0,USD,3442
/company/kashya,Kashya,,USA,CA,SF Bay,San Jose,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,5/9/06,2006-05,2006-Q2,2006.0,,USD,3443
/company/katango,Katango,other,,,unknown,,/company/google,Google,search,USA,CA,SF Bay,Mountain View,11/10/11,2011-11,2011-Q4,2011.0,,USD,3444
/company/kaufda-de,kaufDA,search,DEU,,Berlin,Berlin,/company/axel-springer,Axel Springer,news,DEU,,Berlin,Berlin,3/2/11,2011-03,2011-Q1,2011.0,40000000.0,USD,3445
/company/kayak,KAYAK,search,USA,CT,New York,Norwalk,/company/priceline,Priceline,travel,USA,CT,New York,Norwalk,11/8/12,2012-11,2012-Q4,2012.0,,USD,3446
/company/kaydon,Kaydon,,,,unknown,,/company/skf,SKF,manufacturing,IND,,Pune,"Pune,Maharastra",9/5/13,2013-09,2013-Q3,2013.0,1250000000.0,USD,3447
/company/kaz-group,KAZ Group,software,AUS,,Sydney,Sydney,/company/fujitsu,Fujitsu,enterprise,AUS,,North Sydney,North Sydney,5/1/09,2009-05,2009-Q2,2009.0,161000000.0,USD,3448
/company/kday-93-5-fm,KDAY 93.5 FM,,USA,CA,Los Angeles,Los Angeles,/company/meruelo-media,Meruelo Media,,USA,CA,Los Angeles,Los Angeles,12/11/13,2013-12,2013-Q4,2013.0,,USD,3449
/company/kdm,KDM,,,,unknown,,/company/nelson-miller,Nelson-Miller,,USA,CA,Los Angeles,Los Angeles,5/1/12,2012-05,2012-Q2,2012.0,,USD,3450
/company/keithley-instruments,Keithley Instruments,,USA,OH,Cleveland,Cleveland,/company/danaher,Danaher,,USA,DC,Washington DC,Washington,9/29/10,2010-09,2010-Q3,2010.0,,USD,3451
/company/kelkoo,Kelkoo,ecommerce,USA,,Columbus,London,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,3/26/04,2004-03,2004-Q1,2004.0,475000000.0,EUR,3452
/company/kelkoo,Kelkoo,ecommerce,USA,,Columbus,London,/company/jamplant,Jamplant,,,,unknown,,11/21/08,2008-11,2008-Q4,2008.0,,USD,3453
/company/kelly-blue-book,Kelley Blue Book,,USA,CA,Los Angeles,Irvine,/company/autotrader,AutoTrader.com,web,USA,,Atlanta,"Atlanta,",10/26/10,2010-10,2010-Q4,2010.0,,USD,3454
/company/kenet,Kenet,semiconductor,USA,MA,Boston,Woburn,/company/intersil,Intersil,semiconductor,USA,CA,SF Bay,Milpitas,9/30/08,2008-09,2008-Q3,2008.0,35600000.0,USD,3455
/company/kenexa,Kenexa,software,USA,PA,Philadelphia,Wayne,/company/ibm,IBM,software,USA,NY,New York,Armonk,8/28/12,2012-08,2012-Q3,2012.0,1300000000.0,USD,3456
/company/kenzei,Kenzei,advertising,USA,CA,SF Bay,San Francisco,/company/mediatrust,MediaTrust,advertising,USA,NY,New York,New York,1/18/10,2010-01,2010-Q1,2010.0,,USD,3457
/company/kerdock-consulting,Kerdock Consulting,consulting,USA,TX,Houston,Houston,/company/perficient,Perficient,consulting,USA,TX,Austin,Austin,3/29/10,2010-03,2010-Q1,2010.0,,USD,3458
/company/kerick-valve,Kerick Valve,,USA,FL,Jacksonville,Jacksonville,/company/control-devices,Control Devices,,USA,MO,TBD,"Fenton,",11/12/13,2013-11,2013-Q4,2013.0,,USD,3459
/company/kerpoof,Kerpoof,web,USA,CO,Denver,Boulder,/company/the-walt-disney-company,The Walt Disney Company,games_video,USA,CA,Los Angeles,Burbank,2/19/09,2009-02,2009-Q1,2009.0,,USD,3460
/company/kesmai,Kesmai,,,,unknown,,/company/electronicarts,Electronic Arts,games_video,USA,WA,SF Bay,Redwood City,11/22/99,1999-11,1999-Q4,1999.0,,USD,3461
/company/ketchum-communications-holdings,Ketchum Communications Holdings,,,,unknown,,/company/omnicom-group,Omnicom Group,,USA,NY,New York,New York,1/10/96,1996-01,1996-Q1,1996.0,,USD,3462
/company/ketera,Ketera,enterprise,USA,CA,SF Bay,San Jose,/company/deem,Deem,ecommerce,USA,CA,SF Bay,San Francisco,12/1/10,2010-12,2010-Q4,2010.0,,USD,3463
/company/key-prestige,Key Prestige,,,,unknown,,/company/servicepower,ServicePower Technologies,software,GBR,,Stockport,Stockport,3/1/04,2004-03,2004-Q1,2004.0,,USD,3464
/company/mobestream-media-inc,Key Ring,mobile,USA,TX,Dallas,Dallas,/company/gannett,Gannett,web,USA,VA,Washington DC,McLean,9/6/12,2012-09,2012-Q3,2012.0,,USD,3465
/company/keyhole-co,Keyhole.co,social,,,unknown,,/company/google,Google,search,USA,CA,SF Bay,Mountain View,10/27/04,2004-10,2004-Q4,2004.0,,USD,3466
/company/keylabs,KeyLabs,other,USA,UT,Salt Lake City,Lindon,/company/applabs,AppLabs,software,IND,,Hyderabad,Hyderabad,1/1/05,2005-01,2005-Q1,2005.0,,USD,3467
/company/keynoir,Keynoir,ecommerce,GBR,,London,London,/company/time-out-group,Time Out Group,,,,unknown,,11/22/11,2011-11,2011-Q4,2011.0,,USD,3468
/company/deviceanywhere,Keynote DeviceAnywhere,mobile,USA,CA,SF Bay,San Mateo,/company/keynote-systems,Keynote Systems,software,USA,CA,SF Bay,San Mateo,10/10/11,2011-10,2011-Q4,2011.0,90000000.0,USD,3469
/company/keyrus,Keyrus,,,,unknown,,/company/vision-bi,QualityGates,software,USA,NY,New York,New York City,10/20/11,2011-10,2011-Q4,2011.0,,USD,3470
/company/keystone-automotive-operations,Keystone Automotive Operations,,USA,,United States - Other,,/company/lkq-corporation,LKQ Corporation,,USA,IL,Chicago,Chicago,12/6/13,2013-12,2013-Q4,2013.0,450000000.0,USD,3471
/company/keytosound,KeyToSound,software,,,unknown,,/company/koblo,Koblo,games_video,DNK,,Hasselager,Hasselager,4/1/08,2008-04,2008-Q2,2008.0,,USD,3472
/company/kforce-clinical-research,Kforce Clinical Research,,,,unknown,,/company/inventiv-health,inVentiv Health,,USA,MA,Boston,Burlington,3/19/12,2012-03,2012-Q1,2012.0,,USD,3473
/company/kfuo-fm,KFUO-FM,,,,unknown,,/company/joy-fm,JOY FM,,,,unknown,,10/7/09,2009-10,2009-Q4,2009.0,26000000.0,USD,3474
/company/kiala,Kiala,other,BEL,,Belgium - Other,,/company/ups,UPS,,,,unknown,,2/15/12,2012-02,2012-Q1,2012.0,,USD,3475
/company/kickapps,KickApps,software,USA,NY,New York,New York,/company/kit-digital,KIT digital,games_video,CZE,,Prague,Prague,1/31/11,2011-01,2011-Q1,2011.0,,USD,3476
/company/kickapps,KickApps,software,USA,NY,New York,New York,/company/perfect-sense-digital,Perfect Sense Digital,,,,unknown,,12/12/12,2012-12,2012-Q4,2012.0,,USD,3477
/company/kickscout,Kickscout,web,USA,MD,TBD,Chelmsford,/company/mobee,Mobee,analytics,USA,MA,Boston,Boston,1/8/14,2014-01,2014-Q1,2014.0,,USD,3478
/company/kidscamps-com,KidsCamps.com,web,USA,CA,Los Angeles,El Segundo,/company/internet-brands,Internet Brands,web,USA,CA,Los Angeles,El Segundo,7/29/09,2009-07,2009-Q3,2009.0,,USD,3479
/company/kidspot,Kidspot,,AUS,,Australia - Other,,/company/news-limited,News Limited,,AUS,,Australia - Other,,6/27/11,2011-06,2011-Q2,2011.0,,USD,3480
/company/kikscore,KikScore,ecommerce,USA,DC,Washington DC,Washington,/company/google,Google,search,USA,CA,SF Bay,Mountain View,6/1/12,2012-06,2012-Q2,2012.0,,USD,3481
/company/kikucall,Kikucall,mobile,USA,NY,New York,New York,/company/thestreet,TheStreet,finance,USA,NY,New York,New York,12/18/09,2009-12,2009-Q4,2009.0,,USD,3482
/company/kima-labs,Kima Labs,mobile,USA,CA,SF Bay,San Francisco,/company/groupon,Groupon,web,USA,IL,Chicago,Chicago,2/18/12,2012-02,2012-Q1,2012.0,,USD,3483
/company/kinaxo-biotechnologies,KINAXO Biotechnologies,biotech,DEU,,Martinsried,Martinsried,/company/evotec-inc,Evotec,biotech,DEU,,Hamburg,Hamburg,4/19/11,2011-04,2011-Q2,2011.0,,USD,3484
/company/kindertown,KinderTown,mobile,,,unknown,,/company/demme-learning,Demme Learning,education,USA,PA,Lititz,Lititz,8/15/13,2013-08,2013-Q3,2013.0,,USD,3485
/company/king-pharmaceuticals,King Pharmaceuticals,biotech,USA,TN,Bristol,Bristol,/company/pfizer,Pfizer,biotech,USA,NY,New York,New York,10/12/10,2010-10,2010-Q4,2010.0,3600000000.0,USD,3486
/company/king-world-productions,King World Productions,,USA,CA,Los Angeles,Santa Monica,/company/cbs,CBS,news,USA,CA,California - Other,,1/19/00,2000-01,2000-Q1,2000.0,,USD,3487
/company/kingfish-labs,Kingfish Labs,software,USA,NY,New York,New York,/company/buzzfeed,BuzzFeed,news,USA,NY,New York,New York,9/11/12,2012-09,2012-Q3,2012.0,,USD,3488
/company/kingmaker,Kingmaker,web,USA,CA,Los Angeles,Los Angeles,/company/joyus,Joyus,ecommerce,USA,CA,SF Bay,San Francisco,9/12/13,2013-09,2013-Q3,2013.0,,USD,3489
/company/kingston-plantation-myrtle-beach-info-vacation-rentals,Kingston Plantation Myrtle Beach Info Vacation Rentals,,,,unknown,,/company/rent-my-vacation-home-com,Rent My Vacation Home USA,ecommerce,USA,SC,Myrtle Beach,Myrtle Beach,2/8/07,2007-02,2007-Q1,2007.0,1200.0,USD,3490
/company/kingston-plantation-vacation-rentals,Kingston Plantation Vacation Rentals,,,,unknown,,/company/rent-my-vacation-home-com,Rent My Vacation Home USA,ecommerce,USA,SC,Myrtle Beach,Myrtle Beach,3/11/08,2008-03,2008-Q1,2008.0,1200.0,USD,3491
/company/kinkyservices-com,KinkyServices.com,games_video,,,unknown,,/company/hellhouse-media,HellHouse Media,games_video,USA,WA,Seattle,Renton,5/13/09,2009-05,2009-Q2,2009.0,,USD,3492
/company/kinopoisk,KinoPoisk,games_video,,,unknown,,/company/yandex,Yandex,search,RUS,,Moscow,Moscow,10/4/13,2013-10,2013-Q4,2013.0,,USD,3493
/company/kinship-technologies,Kinship Technologies,software,IND,,Chennai,Chennai,/company/pra-international,PRA International,,USA,NC,Raleigh-Durham,Raleigh,5/20/11,2011-05,2011-Q2,2011.0,,USD,3494
/company/kiptronic,Kiptronic,advertising,USA,CA,SF Bay,San Francisco,/company/limelightnetworks,Limelight Networks,network_hosting,USA,AZ,Phoenix,Tempe,5/29/09,2009-05,2009-Q2,2009.0,,USD,3495
/company/kiss-insights,Kiss Insights,,,,unknown,,/company/catchfree,CatchFree,web,USA,CA,Los Angeles,Newport Beach,6/14/12,2012-06,2012-Q2,2012.0,,USD,3496
/company/kiss-technology,KiSS Technology,,,,unknown,,/company/cisco,Cisco,hardware,USA,CA,SF Bay,San Jose,7/22/05,2005-07,2005-Q3,2005.0,,USD,3497
/company/kitchme,KitchMe,web,,,unknown,,/company/coupons-com,Coupons.com,web,USA,CA,SF Bay,Mountain View,3/21/13,2013-03,2013-Q1,2013.0,,USD,3498
/company/kittiwake-developments,Kittiwake Developments,hardware,GBR,,London,West Sussex,/company/parker-hannifin,Parker Hannifin,hardware,USA,OH,Cleveland,Cleveland,7/16/12,2012-07,2012-Q3,2012.0,,USD,3499
/company/kiva-systems,Kiva Systems,hardware,USA,MA,Boston,North Reading,/company/amazon,Amazon,ecommerce,USA,WA,Seattle,Seattle,3/19/12,2012-03,2012-Q1,2012.0,775000000.0,USD,3500
/company/kiver-digital,Kiver Digital,music,ITA,,Milano,Milano,/company/sounday,Sounday,web,ITA,,Cagliari,Cagliari,11/29/13,2013-11,2013-Q4,2013.0,,USD,3501
/company/kiwibox,Kiwibox,web,USA,NY,New York,New York,/company/magnitude-information-systems,Magnitude Information Systems,,,,unknown,,8/16/07,2007-08,2007-Q3,2007.0,2700000.0,USD,3502
/company/kizimo-art-company,Kizimo Art Company,,,,unknown,,/company/netsferatu-inc,Netsferatu,mobile,USA,NC,Raleigh-Durham,Research Triangle Park,7/1/10,2010-07,2010-Q3,2010.0,,USD,3503
/company/klers,Kler's,software,ITA,,Roma,Roma,/company/interactive-data,Interactive Data,software,USA,MA,Boston,Bedford,2/17/09,2009-02,2009-Q1,2009.0,29900000.0,USD,3504
/company/klicknation,KlickNation,games_video,USA,CA,Sacramento,Sacramento,/company/electronicarts,Electronic Arts,games_video,USA,WA,SF Bay,Redwood City,12/1/11,2011-12,2011-Q4,2011.0,,USD,3505
/company/klipsch,Klipsch,hardware,USA,IN,Indianapolis,Indianapolis,/company/audiovox,Audiovox,hardware,USA,NY,Hauppauge,Hauppauge,2/3/11,2011-02,2011-Q1,2011.0,,USD,3506
/company/klockwork,Klockwork,,,,unknown,,/company/rogue-wave-software,Rogue Wave Software,software,USA,CO,Denver,Boulder,1/9/14,2014-01,2014-Q1,2014.0,,USD,3507
/company/kluster,Kluster,web,USA,NY,New York,New York,/company/quirky,Quirky,ecommerce,USA,NY,New York,New York,1/1/09,2009-01,2009-Q1,2009.0,,USD,3508
/company/kma-direct-communications,KMA Direct Communications,,USA,TX,Dallas,Plano,/company/the-pursuant-group,The Pursuant Group,consulting,USA,TX,Dallas,Dallas,1/11/11,2011-01,2011-Q1,2011.0,,USD,3509
/company/kmdm,KMDM,,USA,MA,Boston,Cambridge,/company/mobiquity,Mobiquity,mobile,USA,MA,Boston,Wellesley,9/20/11,2011-09,2011-Q3,2011.0,,USD,3510
/company/kneebone,Kneebone,software,CAN,,Toronto,Toronto,/company/deloitte,Deloitte,consulting,ESP,,Madrid,Madrid,4/9/13,2013-04,2013-Q2,2013.0,,USD,3511
/company/knibble,Knibble,,,,unknown,,/company/fxlabs-studios-private-ltd,FXLabs Studios Private Ltd,web,IND,,Hyderbad,Hyderbad,12/1/07,2007-12,2007-Q4,2007.0,,USD,3512
/company/knight-carver-wind-group,Knight & Carver Wind Group,cleantech,USA,CA,San Diego,NATIONAL CITY,/company/upwind-solutions,UpWind Solutions,cleantech,USA,CA,San Diego,San Diego,9/12/10,2010-09,2010-Q3,2010.0,,USD,3513
/company/knightsbridge-solutions,Knightsbridge Solutions,,USA,IL,Chicago,Chicago,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,12/12/06,2006-12,2006-Q4,2006.0,,USD,3514
/company/kno,Kno,software,USA,CA,SF Bay,Santa Clara,/company/intel,Intel,hardware,USA,CA,SF Bay,Santa Clara,11/10/13,2013-11,2013-Q4,2013.0,,USD,3515
/company/knovel,Knovel,enterprise,USA,NY,New York,New York,/company/elsevier,Elsevier,web,NLD,,Amsterdam,Amsterdam,1/7/13,2013-01,2013-Q1,2013.0,,USD,3516
/company/know-your-meme,Know Your Meme,,,,unknown,,/company/pet-holdings-inc,Cheezburger,news,USA,WA,Seattle,Seattle,3/28/11,2011-03,2011-Q1,2011.0,,USD,3517
/company/knowledge-computing,Knowledge Computing,software,USA,AZ,Tucson,Tucson,/company/i2,i2,software,USA,VA,Washington DC,McLean,7/2/09,2009-07,2009-Q3,2009.0,,USD,3518
/company/knowledgecentrix,KnowledgeCentrix,software,USA,CA,Los Angeles,Irvine,/company/all-covered,All Covered,consulting,USA,CA,SF Bay,Redwood City,1/28/14,2014-01,2014-Q1,2014.0,,USD,3519
/company/knowledgextensions,KnowledgeXtensions,,USA,NY,Glenmont,Glenmont,/company/inmedius,Inmedius,software,USA,PA,Pittsburg,Pittsburgh,3/3/11,2011-03,2011-Q1,2011.0,,USD,3520
/company/kobo,Kobo,ecommerce,CAN,,Toronto,"Toronto, ON",/company/rakuten,Rakuten,web,JPN,,Tokyo,Tokyo,11/8/11,2011-11,2011-Q4,2011.0,315000000.0,USD,3521
/company/inkfruit,Kochar Woolen Mills Pvt Ltd,fashion,IND,,Mumbai,Mumbai,/company/zovi,Zovi,,IND,,Bangalore,Bangalore,2/1/13,2013-02,2013-Q1,2013.0,,USD,3522
